id,type,name,character,order,job,department,gender
674,cast,Predrag Bjelac,Igor Karkaroff,47,,,2
674,cast,Tolga Safer,Karkaroff's Aide,48,,,0
674,cast,Alfie Enoch,Dean Thomas,49,,,0
674,cast,Louis Doyle,Ernie MacMillan,50,,,0
674,cast,Jamie Waylett,Vincent Crabbe,51,,,2
674,cast,Charlotte Skeoch,Hannah Abbott,52,,,0
674,cast,Robert Wilfort,Photographer,53,,,2
674,cast,Tiana Benjamin,Angelina Johnson,54,,,0
674,cast,Henry Lloyd-Hughes,Roger Davies,55,,,2
674,cast,Jarvis Cocker,Band Lead Singer,56,,,0
674,cast,Jonny Greenwood,Band Lead Guitar,57,,,0
674,cast,Phil Selway,Band Drums,58,,,0
674,cast,Steve Mackey,Band Bass Guitar,59,,,0
674,cast,Jason Buckle,Band Rhythm Guitar,60,,,0
674,cast,Steve Claydon,Band Keyboards,61,,,0
674,cast,Shirley Henderson,Moaning Myrtle,62,,,1
674,cast,Alan Watt,Assistant Judge,63,,,0
674,cast,Adrian Rawlins,James Potter,64,,,2
674,crew,Roger Pratt,,,Director of Photography,Camera,2
674,crew,Mick Audsley,,,Editor,Editing,2
674,crew,Mary Selway,,,Casting,Production,1
674,crew,Stephanie McMillan,,,Set Decoration,Art,1
674,crew,Stuart Craig,,,Production Design,Art,2
674,crew,Patrick Doyle,,,Original Music Composer,Sound,2
674,crew,J.K. Rowling,,,Novel,Writing,1
674,crew,Steve Kloves,,,Screenplay,Writing,2
674,crew,David Heyman,,,Producer,Production,2
674,crew,Andrew Ackland-Snow,,,Art Direction,Art,2
674,crew,Greg Powell,,,Stunt Coordinator,Crew,0
674,crew,Mark Bartholomew,,,Art Direction,Art,0
674,crew,Dennis Leonard,,,Supervising Sound Editor,Sound,0
674,crew,Alan Gilmore,,,Art Direction,Art,2
674,crew,Gary Tomkins,,,Art Direction,Art,2
674,crew,Alexandra Walker,,,Art Direction,Art,0
674,crew,Jany Temime,,,Costume Design,Costume & Make-Up,1
674,crew,Mike Newell,,,Director,Directing,2
674,crew,Fiona Weir,,,Casting,Production,1
674,crew,Alastair Bullock,,,Art Direction,Art,0
674,crew,Eithne Fennel,,,Makeup Artist,Costume & Make-Up,0
674,crew,Amanda Knight,,,Makeup Artist,Costume & Make-Up,0
674,crew,Adam Aldridge,,,Special Effects,Crew,0
674,crew,Tim Alexander,,,Visual Effects,Visual Effects,0
674,crew,Lucy Allen,,,Stunts,Crew,0
674,crew,David Barron,,,Executive Producer,Production,2
674,crew,Peter MacDonald,,,Co-Producer,Production,2
674,crew,Tanya Seghatchian,,,Executive Producer,Production,1
674,crew,Chris Carreras,,,Associate Producer,Production,0
674,crew,John Trehy,,,Associate Producer,Production,0
752,cast,Natalie Portman,Evey Hammond,0,,,1
752,cast,Hugo Weaving,V / William Rookwood,1,,,2
752,cast,Stephen Rea,Chief Inspector Eric Finch,2,,,2
752,cast,Stephen Fry,Gordon Deitrich,3,,,2
752,cast,John Hurt,Chancellor Adam Sutler,4,,,2
752,cast,Tim Pigott-Smith,Creedy,5,,,2
752,cast,Natasha Wightman,Valerie Page,6,,,1
752,cast,Rupert Graves,Dominic,7,,,2
752,cast,Roger Allam,Lewis Prothero,8,,,2
752,cast,Ben Miles,Dascomb,9,,,2
752,cast,Sinéad Cusack,Delia Surridge,10,,,1
752,cast,Eddie Marsan,Etheridge,11,,,2
752,cast,John Standing,Bishop Lilliman,12,,,2
752,cast,Imogen Poots,Young Valerie Page,13,,,1
752,cast,Clive Ashborn,Guy Fawkes,14,,,2
752,cast,Emma Field-Rayner,Guy Fawkes Lover,15,,,1
752,cast,Ian Burfield,Tweed Coat Fingerman,16,,,0
752,cast,Mark Phoenix,Willy Fingerman,17,,,0
752,cast,Alister Mazzotti,Baldy Fingerman,18,,,0
752,cast,Billie Cook,Little Glasses Girl,19,,,0
752,cast,Guy Henry,Heyer,20,,,2
752,cast,Cosima Shaw,Patricia,21,,,1
752,cast,Megan Gay,BTN News Poppet,22,,,1
752,cast,Roderic Culver,BTN News Poppet,23,,,0
752,cast,Andy Rashleigh,Fred,24,,,0
752,cast,Chad Stahelski,Storm Saxon,25,,,2
752,cast,Antje Rau,Laser Lass,26,,,0
752,cast,Amelda Brown,Wardrobe Mistress,27,,,0
752,cast,Richard Campbell,Security Guard,28,,,0
752,cast,Mark Longhurst,Little Glasses Girl Dad,29,,,0
752,cast,Charles Cork,Barfly,30,,,2
752,cast,John Ringham,Old Man,31,,,2
752,cast,Oliver Bradshaw,Old Man,32,,,0
752,cast,Juliet Howland,Middle Class Mum,33,,,0
752,cast,Joseph Rye,Jones,34,,,2
752,cast,Malcolm Sinclair,Major Wilson,35,,,2
752,cast,Madeleine Rakic-Platt,Young Evey,36,,,0
752,cast,Selina Giles,Evey's Mother,37,,,0
752,cast,Carsten Hayes,Evey's Father,38,,,0
752,cast,Derek Hutchinson,Bureaucrat,39,,,2
752,cast,Martin Savage,Denis,40,,,2
752,cast,Grant Burgin,Operator,41,,,2
752,cast,Greg Donaldson,Operator,42,,,2
752,cast,Jason Griffiths,Biology Teacher,43,,,0
752,cast,Laura Greenwood,Sarah,44,,,0
752,cast,Paul Antony-Barber,Valerie's Father,45,,,0
752,cast,Anna Farnworth,Valerie's Mother,46,,,0
752,cast,Mary Stockley,Ruth,47,,,1
752,cast,Simon Newby,Tube Station News Poppet,48,,,0
752,cast,David Merheb,Young Man,49,,,0
752,cast,Dulcie Smart,Civil War News Poppet,50,,,0
752,cast,Ben Posener,Water Shortage News Poppet,51,,,0
752,cast,Ian T. Dickinson,Avian Flu News Poppet,52,,,2
752,cast,Julie Brown,Three Waters News Poppet,53,,,0
752,cast,Eamon Geoghegan,Surveillance Man,54,,,0
752,cast,Matthew Bates,Finch's Fedco Man,55,,,0
752,cast,David Leitch,Convenience Store V,56,,,2
752,cast,Matt Wilkinson,Little Glasses Girl Fingerman,57,,,0
752,cast,Martin McGlade,Victoria Station Fingerman,58,,,0
752,cast,Richard Laing,Parliament Lieutenant,59,,,2
752,cast,Michael Simkins,Parliament General,60,,,2
752,cast,William Tapley,Radio Man,61,,,2
752,cast,Tony Cook,Soldier (uncredited),62,,,0
752,cast,Lee Asquith-Coe,V Follower (uncredited),63,,,2
752,cast,Christopher Fosh,V Follower (uncredited),64,,,2
752,cast,Keith How,V Follower (uncredited),65,,,2
752,cast,Norman Campbell Rees,V Follower (uncredited),66,,,0
752,cast,Andy Callaghan,Soldier (uncredited),67,,,0
752,cast,Forbes KB,Soldier (uncredited),68,,,2
752,cast,João Costa Menezes,Soldier (uncredited),69,,,0
752,cast,Chris Wilson,Soldier (uncredited),70,,,2
752,cast,Nicolas de Pruyssenaere,Marshal (uncredited),71,,,2
752,cast,David Decio,V Street Vigilante (uncredited),72,,,0
752,cast,Rami Hilmi,V Army Member (uncredited),73,,,2
752,cast,Mathis Landwehr,Bodyguard (uncredited),74,,,2
752,cast,Jason Oettle,Policeman (uncredited),75,,,0
752,cast,Wolfgang Stegemann,Creedy Guard (uncredited),76,,,0
752,crew,Lucinda Syson,,,Casting,Production,1
752,crew,Kevin Phipps,,,Supervising Art Director,Art,2
752,crew,Joel Silver,,,Producer,Production,2
752,crew,Ben Waisbren,,,Executive Producer,Production,0
752,crew,Adam Kirley,,,Stunts,Crew,0
752,crew,Lorne Orleans,,,Producer,Production,0
752,crew,Adrian Biddle,,,Director of Photography,Camera,2
752,crew,Grant Hill,,,Producer,Production,2
752,crew,Lilly Wachowski,,,Screenplay,Writing,1
752,crew,Lilly Wachowski,,,Producer,Production,1
752,crew,Lana Wachowski,,,Screenplay,Writing,1
752,crew,Lana Wachowski,,,Producer,Production,1
752,crew,Owen Paterson,,,Production Design,Art,2
752,crew,Paul Engelen,,,Makeup Artist,Costume & Make-Up,2
752,crew,Martin Walsh,,,Editor,Editing,2
752,crew,James McTeigue,,,Director,Directing,2
752,crew,Jessica Alan,,,Associate Producer,Production,0
752,crew,Roberto Malerba,,,Co-Producer,Production,0
752,crew,Henning Molfenter,,,Co-Producer,Production,0
752,crew,Charlie Woebcken,,,Co-Producer,Production,0
752,crew,Dario Marianelli,,,Original Music Composer,Sound,0
752,crew,Peter Walpole,,,Set Decoration,Art,2
752,crew,Sammy Sheldon,,,Costume Design,Costume & Make-Up,1
752,crew,Marco Bittner Rosser,,,Art Direction,Art,0
752,crew,Sarah Horton,,,Art Direction,Art,1
752,crew,Sebastian T. Krawinkel,,,Art Direction,Art,2
752,crew,Terry Needham,,,Assistant Director,Directing,0
752,crew,Alister Mazzotti,,,Stunts,Crew,0
752,crew,Chad Stahelski,,,Stunts Coordinator,Crew,2
752,crew,Antje Rau,,,Stunt Coordinator,Crew,0
752,crew,David Leitch,,,Stunts Coordinator,Crew,2
752,crew,Jan Böhme,,,Stunts,Crew,0
752,crew,Daniel Bohn,,,Stunts,Crew,0
752,crew,Michael Bornhütter,,,Stunts,Crew,0
752,crew,Stuart Clark,,,Stunts,Crew,0
752,crew,Talila Craig,,,Stunts,Crew,0
752,crew,David Cronnelly,,,Stunts,Crew,0
752,crew,Nicolas de Pruyssenaere,,,Stunts,Crew,2
752,crew,Ivonne Dietzel,,,Stunts,Crew,0
752,crew,Oliver Fritsche,,,Stunts,Crew,0
752,crew,Michael Gast,,,Stunts,Crew,0
752,crew,Thorsten Gliewe,,,Stunts,Crew,0
752,crew,Eduart Geber,,,Stunts,Crew,0
752,crew,Sascha Girndt,,,Stunts,Crew,0
752,crew,Uwe Gösche,,,Stunts,Crew,0
752,crew,Wanja Götz,,,Stunts,Crew,0
752,crew,Siegfried Gordes,,,Stunts,Crew,0
752,crew,Matthias Günther,,,Stunts,Crew,0
752,crew,Alexander Hardt,,,Stunts,Crew,0
752,crew,Udo Harnach,,,Stunts,Crew,0
752,crew,Cyrille Hertel,,,Stunts,Crew,0
752,crew,Timo Honsa,,,Stunts,Crew,0
752,crew,Eunice Huthart,,,Stunts,Crew,0
752,crew,Rob Inch,,,Stunts,Crew,0
752,crew,Tomas Jester,,,Stunts,Crew,0
752,crew,Heiko Kiesow,,,Stunts,Crew,0
752,crew,Mathis Landwehr,,,Stunts,Crew,2
752,crew,Stefan Langel,,,Stunts,Crew,0
752,crew,Wolfgang Lindner,,,Stunts,Crew,0
752,crew,Udo Lüttich,,,Stunts,Crew,0
752,crew,Mike Luft,,,Stunts,Crew,0
752,crew,Alexandra Nazahn,,,Stunts,Crew,0
752,crew,James O'Donnell,,,Stunts,Crew,0
752,crew,Jason Oettle,,,Stunts,Crew,0
752,crew,Markus Papiernek,,,Stunts,Crew,0
752,crew,Thorsten Rapst,,,Stunts,Crew,0
752,crew,Christian Petersson,,,Stunts,Crew,0
752,crew,Swen Raschka,,,Stunts,Crew,0
752,crew,Katja Richter,,,Stunts,Crew,0
752,crew,Armin Sauer,,,Stunts,Crew,0
752,crew,Matthias Schendel,,,Stunts,Crew,0
752,crew,Babette Schimanek,,,Stunts,Crew,0
752,crew,Bernhard Schirmer,,,Stunts,Crew,2
752,crew,Karsten Schmidt,,,Stunts,Crew,0
752,crew,Rene Schobes,,,Stunts,Crew,0
752,crew,Katrin Schrake,,,Stunts,Crew,0
752,crew,Andreas Schulz,,,Stunts,Crew,0
752,crew,Thierry Saelens,,,Stunts,Crew,0
752,crew,Andy Smart,,,Stunts,Crew,0
752,crew,Mark Southworth,,,Stunts,Crew,0
752,crew,Wolfgang Stegemann,,,Stunts,Crew,0
752,crew,Matthew Stirling,,,Stunts,Crew,0
752,crew,Rocky Taylor,,,Stunts,Crew,2
752,crew,Steve Thiede,,,Stunts,Crew,0
752,crew,Andreas Tietz,,,Stunts,Crew,0
752,crew,Ralf Tillmann,,,Stunts,Crew,0
752,crew,Vladimir Vilanov,,,Stunts,Crew,0
752,crew,Rainer Werner,,,Stunts,Crew,0
752,crew,Oliver Wiesner,,,Stunts,Crew,0
752,crew,Harvey Harrison,,,Second Unit,Crew,2
752,crew,Barbara Berkery,,,Dialect Coach,Crew,0
752,crew,Jean Bourne,,,Script Supervisor,Directing,0
752,crew,Stephen Bream,,,Art Direction,Art,2
752,crew,Stephan O. Gessler,,,Assistant Art Director,Art,0
752,crew,Cornelia Ott,,,Assistant Art Director,Art,0
752,crew,Christian Schaefer,,,Assistant Art Director,Art,2
752,crew,Roxy Konrad,,,Art Department Coordinator,Art,0
752,crew,Ulli Isfort,,,Set Decoration Buyer,Art,0
752,crew,Uli Fischer,,,Set Decoration Buyer,Art,0
752,crew,Peter Popken,,,Conceptual Design,Art,0
752,crew,Dermot Power,,,Conceptual Design,Art,0
752,crew,Axel Eichhorst,,,Production Illustrator,Art,0
752,crew,Simon-Julien Boucherie,,,Picture Car Coordinator,Crew,0
752,crew,Edgar Konkoll,,,Standby Painter,Art,0
752,crew,Katja Fischer,,,Art Department Assistant,Art,0
752,crew,Maren Hollje,,,Art Department Assistant,Art,0
752,crew,Axel Kahnt,,,Property Master,Crew,0
752,crew,David Worley,,,Camera Operator,Camera,0
752,crew,Jörg Widmer,,,Additional Camera,Camera,0
752,crew,Gerd Breiter,,,Additional Camera,Camera,0
752,crew,David Stephenson,,,Production Sound Mixer,Sound,2
752,crew,Gary Dodkin,,,Boom Operator,Sound,0
752,crew,Benjamin Dunker,,,Cableman,Crew,0
752,crew,Sarah Meyer,,,Set Production Assistant,Crew,0
752,crew,John Bowman,,,Video Assist Operator,Crew,2
752,crew,Albrecht Silberberger,,,Gaffer,Lighting,0
752,crew,Roland Patzelt,,,Best Boy Electrician,Lighting,0
752,crew,Stefan Förster,,,Electrician,Lighting,0
752,crew,Peter Kramer,,,Electrician,Lighting,0
752,crew,Jens Makeldey,,,Electrician,Lighting,0
752,crew,Götz Schmidt zu Nedde,,,Electrician,Lighting,0
752,crew,Jürgen Ruge,,,Electrician,Lighting,0
752,crew,Stephan Schneider,,,Electrician,Lighting,0
752,crew,Axel Scholz,,,Electrician,Lighting,0
752,crew,Volker Vahl,,,Electrician,Lighting,0
752,crew,Felix Weddige,,,Electrician,Lighting,0
752,crew,Dietmar Haupt,,,Rigging Gaffer,Lighting,0
752,crew,Heiko Jörke,,,Grip,Camera,0
752,crew,Daniel Alvermann,,,Grip,Camera,0
752,crew,Helko Klünder,,,Grip,Camera,0
752,crew,Brian 'Joker' Mulvey,,,Grip,Camera,0
752,crew,Christian Scheibe,,,Grip,Camera,0
752,crew,Bronwyn Preston,,,Unit Publicist,Crew,0
752,crew,David Appleby,,,Still Photographer,Camera,0
752,crew,Anna Isabell Logen,,,Set Costumer,Costume & Make-Up,0
752,crew,Dietke Brandt,,,Set Costumer,Costume & Make-Up,0
752,crew,Jeremy Woodhead,,,Hairstylist,Costume & Make-Up,0
752,crew,Petra Schaumann,,,Makeup Artist,Costume & Make-Up,0
752,crew,Petra Schaumann,,,Hairstylist,Costume & Make-Up,0
752,crew,Klaus Mielich,,,Special Effects Coordinator,Crew,0
752,crew,Alison Carter,,,First Assistant Editor,Editing,0
752,crew,Adam Cocker,,,Post Production Assistant,Crew,0
752,crew,Glenn Freemantle,,,Sound Designer,Sound,0
752,crew,Glenn Freemantle,,,Supervising Sound Editor,Sound,0
752,crew,Tom Sayers,,,Sound Designer,Sound,0
752,crew,Andrew Wilkinson,,,Sound Effects Editor,Sound,0
752,crew,Gillian Dodders,,,Dialogue Editor,Editing,0
752,crew,Lee Herrick,,,ADR & Dubbing,Sound,0
752,crew,Hugo Adams,,,Foley,Sound,0
752,crew,Ben Barker,,,Foley,Sound,2
752,crew,Adam Daniel,,,Sound Editor,Sound,0
752,crew,John Hayward,,,Sound Re-Recording Mixer,Sound,0
752,crew,Richard Pryke,,,Sound Re-Recording Mixer,Sound,0
752,crew,Robert Farr,,,ADR & Dubbing,Sound,0
752,crew,Andi Derrick,,,Foley,Sound,0
752,crew,Peter Burgis,,,Foley,Sound,0
752,crew,Kevin Tayler,,,Foley,Sound,0
752,crew,Benjamin Wallfisch,,,Music,Sound,2
752,crew,Hilary Skewes,,,Music,Sound,0
752,crew,Peter Clarke,,,Music Editor,Sound,0
752,crew,Markus Bensch,,,Location Manager,Production,0
752,crew,Nina Hueskes,,,Location Manager,Production,0
752,crew,Friederike von Rauch,,,Location Scout,Art,0
752,crew,Marcus Loges,,,Production Manager,Production,0
752,crew,Damian Anderson,,,Production Manager,Production,0
752,crew,Anja Wedell,,,Production Manager,Production,0
752,crew,Katharina Gapski,,,Production Manager,Production,0
752,crew,Neil Chaplin,,,Production Accountant,Production,0
752,crew,Kristov Brändli,,,Production Accountant,Production,2
752,crew,Monika Klatt,,,Set Medic,Crew,0
752,crew,Thomas Rucks,,,Set Medic,Crew,0
752,crew,Matt Curtis,,,Stand In,Crew,0
752,crew,Jens Grulke,,,Stand In,Crew,0
752,crew,Natascha Gutschmidt,,,Stand In,Crew,0
752,crew,Nils Lange,,,Stand In,Crew,0
752,crew,Sandrine Loisy,,,Stand In,Crew,0
752,crew,Ian Mitchell,,,Stand In,Crew,0
752,crew,Sarah Penger,,,Stand In,Crew,0
752,crew,Glenn West,,,Stand In,Crew,0
752,crew,Sebastian Neitsch,,,Transportation Coordinator,Crew,0
752,crew,Inga Meissner,,,Transportation Captain,Crew,0
752,crew,Miki Emmrich,,,Second Unit,Crew,0
752,crew,Lesley Smith,,,Hairstylist,Costume & Make-Up,0
752,crew,Martin Goeres,,,Stunts,Crew,0
752,crew,Rosemary Burrows,,,Costume Supervisor,Costume & Make-Up,0
752,crew,David Lloyd,,,Novel,Writing,0
752,crew,Valeska Schitthelm,,,Hairstylist,Costume & Make-Up,0
752,crew,Adam Inglis,,,Color Timer,Editing,0
752,crew,Julie Brown,,,Script Supervisor,Directing,0
752,crew,Marcus Alexander,,,Digital Intermediate,Editing,0
752,crew,Melissa Lackersteen,,,Makeup Artist,Costume & Make-Up,0
752,crew,Mark Bakowski,,,Sequence Supervisor,Crew,0
752,crew,Jake Jackson,,,Sound Engineer,Sound,0
752,crew,Jan Brun,,,Grip,Camera,0
920,cast,Owen Wilson,Lightning McQueen (voice),0,,,2
920,cast,Paul Newman,Doc Hudson (voice),1,,,2
920,cast,Bonnie Hunt,Sally Carrera (voice),2,,,1
920,cast,Larry the Cable Guy,Mater (voice),3,,,2
920,cast,Tony Shalhoub,Luigi (voice),4,,,2
920,cast,Cheech Marin,Ramone (voice),5,,,2
920,cast,Michael Wallis,Sheriff (voice),6,,,0
920,cast,George Carlin,Fillmore (voice),7,,,2
920,cast,Paul Dooley,Sarge (voice),8,,,2
920,cast,Jenifer Lewis,Flo (voice),9,,,1
920,cast,Guido Quaroni,Guido (voice),10,,,2
920,cast,Richard Petty,The King (voice),11,,,0
920,cast,Michael Keaton,Chick Hicks (voice),12,,,2
920,cast,Katherine Helmond,Lizzie (voice),13,,,1
920,cast,John Ratzenberger,Mack /Hamm Car/Abominable Snow Plow/P.T. Flea Car (voice),14,,,2
920,cast,Joe Ranft,Red (voice),15,,,0
920,cast,Jeremy Piven,Harv (voice),16,,,2
920,cast,Jeremy Clarkson,British Harv,17,,,2
920,cast,Dale Earnhardt Jr.,Junior (voice),18,,,2
920,cast,Mario Andretti,Himself,19,,,2
920,cast,Michael Schumacher,Michael Schumacher Ferrari (voice),20,,,2
920,cast,Jay Leno,Jay Limo (voice),21,,,2
920,cast,Tom Hanks,Woody Car (voice),22,,,2
920,cast,Tim Allen,Buzz Lightyear Car (voice),23,,,2
920,cast,Billy Crystal,Mike Car (voice),24,,,2
920,cast,John Goodman,Sullivan Truck (voice),25,,,2
920,cast,Dave Foley,Flik Car (voice),26,,,0
920,cast,Bob Costas,Bob Cutlass (voice),27,,,2
920,cast,Darrell Waltrip,Darrell Cartrip (voice),28,,,2
920,cast,Richard Kind,Van (voice),29,,,2
920,cast,Edie McClurg,Minny (voice),30,,,1
920,cast,Humpy Wheeler,Tex (voice),31,,,0
920,cast,Tom Magliozzi,Rusty Rust-eze (voice),32,,,2
920,cast,Ray Magliozzi,Dusty Rust-eze (voice),33,,,2
920,cast,Lynda Petty,Mrs. The King (voice),34,,,0
920,cast,Andrew Stanton,Fred (voice),35,,,2
920,cast,Sarah Clark,Kori Turbowitz (voice),36,,,0
920,cast,Mike Nelson,Not Chuck (voice),37,,,0
920,cast,Joe Ranft,Peterbilt (voice),38,,,0
920,cast,Jonas Rivera,Boost (voice),39,,,0
920,cast,Lou Romano,Snotrod (voice),40,,,2
920,cast,Adrian Ochoa,Wingo (voice),41,,,0
920,cast,E.J. Holowicki,DJ (voice),42,,,0
920,cast,Elissa Knight,Tia (voice),43,,,0
920,cast,Lindsey Collins,Mia (voice),44,,,0
920,cast,Larry Benton,Motorhome Race Fan (voice),45,,,0
920,cast,Douglas Keever,Motorhome Race Fan (voice),46,,,0
920,cast,Vanness Wu,閃電麥坤,47,,,2
920,crew,John Lasseter,,,Screenplay,Writing,2
920,crew,John Lasseter,,,Director,Directing,2
920,crew,John Lasseter,,,Original Story,Writing,2
920,crew,Darla K. Anderson,,,Producer,Production,0
920,crew,Randy Newman,,,Original Music Composer,Sound,2
920,crew,Thomas Porter,,,Associate Producer,Production,0
920,crew,Bob Pauley,,,Production Design,Art,2
920,crew,Jean-Claude Kalache,,,Director of Photography,Camera,0
920,crew,Eben Ostby,,,Supervising Technical Director,Crew,0
920,crew,Joe Ranft,,,Screenplay,Writing,0
920,crew,Joe Ranft,,,Director,Directing,0
920,crew,Joe Ranft,,,Script Supervisor,Directing,0
920,crew,Joe Ranft,,,Original Story,Writing,0
920,crew,Jonas Rivera,,,Production Manager,Production,0
920,crew,Jerome Ranft,,,Sculptor,Art,2
920,crew,Jeremy Lasky,,,Director of Photography,Camera,0
920,crew,Doug Sweetland,,,Supervising Animator,Crew,0
920,crew,Scott Clark,,,Supervising Animator,Crew,2
920,crew,Ken Schretzmann,,,Editor,Editing,2
920,crew,Hoon H. Kim,,,Editorial Manager,Editing,0
920,crew,Michael Silvers,,,Supervising Sound Editor,Sound,0
920,crew,Shannon Mills,,,Sound Effects Editor,Sound,0
920,crew,Dee Selby,,,Sound Effects Editor,Sound,0
920,crew,Bruno Coon,,,Music Editor,Sound,2
920,crew,William Cone,,,Production Design,Art,0
920,crew,Dan Fogelman,,,Screenplay,Writing,2
920,crew,Teresa Eckton,,,Sound Effects Editor,Sound,1
920,crew,Tom Myers,,,Sound Designer,Sound,2
920,crew,Tom Myers,,,Supervising Sound Editor,Sound,2
920,crew,David Munier,,,Special Effects,Crew,0
920,crew,Jessica Giampietro McMackin,,,Visual Effects Supervisor,Visual Effects,0
920,crew,Kevin Reher,,,Casting,Production,2
920,crew,Chris Montan,,,Executive Music Producer,Crew,0
920,crew,Jorgen Klubien,,,Screenplay,Writing,0
920,crew,Jorgen Klubien,,,Original Story,Writing,0
920,crew,Kiel Murray,,,Screenplay,Writing,0
920,crew,Phil Lorin,,,Screenplay,Writing,0
920,crew,Gary Summers,,,Sound Re-Recording Mixer,Sound,0
920,crew,Laura Leganza Reynolds,,,Manager of Operations,Crew,0
920,crew,Susan E. Levin,,,Script Supervisor,Directing,0
58,cast,Johnny Depp,Captain Jack Sparrow,0,,,2
58,cast,Orlando Bloom,Will Turner,1,,,2
58,cast,Keira Knightley,Elizabeth Swann,2,,,1
58,cast,Stellan Skarsgård,"William ""Bootstrap Bill"" Turner",3,,,2
58,cast,Bill Nighy,Captain Davy Jones,4,,,2
58,cast,Jack Davenport,James Norrington,5,,,2
58,cast,Kevin McNally,Joshamee Gibbs,6,,,2
58,cast,Jonathan Pryce,Governor Weatherby Swann,7,,,2
58,cast,Lee Arenberg,Pintel,8,,,2
58,cast,Mackenzie Crook,Ragetti,9,,,2
58,cast,Tom Hollander,Lord Cutler Beckett,10,,,2
58,cast,Naomie Harris,Tia Dalma,11,,,1
58,cast,David Bailie,Cotton,12,,,2
58,cast,Martin Klebba,Marty,13,,,2
58,cast,David Schofield,Ian Mercer,14,,,0
58,cast,Alex Norton,Captain Bellamy,15,,,2
58,cast,Geoffrey Rush,Captain Hector Barbossa,16,,,2
58,cast,Dermot Keaney,Maccus,17,,,2
58,cast,Andy Beckwith,Clanker,18,,,0
58,cast,Clive Ashborn,Koleniko,19,,,2
58,cast,Reggie Lee,Headless,20,,,2
58,cast,Christopher Adamson,Jimmy Legs,21,,,2
58,cast,Jonathan Linsley,Ogilvey,22,,,0
58,cast,John Boswall,Burser,23,,,0
58,cast,Max Baker,Burser - Edinburgh,24,,,2
58,cast,Steve Speirs,Quartermaster - Edinburgh,25,,,2
58,cast,Lauren Maher,Scarlet,26,,,1
58,cast,Vanessa Branch,Giselle,27,,,1
58,cast,Luke de Woolfson,Frightened Sailor,28,,,2
58,cast,Jonathan Kite,Black Pearl Pirate,29,,,2
58,cast,Ho-Kwan Tse,Ho-Kwan,30,,,2
58,cast,Peter Donald Badalamenti II,Penrod (uncredited),31,,,2
58,cast,Christopher S. Capp,Cotton's Parrot (voice),32,,,2
58,cast,Philip Ettington,Catcall (uncredited),33,,,2
58,crew,Dariusz Wolski,,,Director of Photography,Camera,2
58,crew,Gore Verbinski,,,Director,Directing,2
58,crew,Jerry Bruckheimer,,,Producer,Production,2
58,crew,Ted Elliott,,,Screenplay,Writing,2
58,crew,Ted Elliott,,,Author,Writing,2
58,crew,Terry Rossio,,,Screenplay,Writing,2
58,crew,Terry Rossio,,,Author,Writing,2
58,crew,Stephen E. Rivkin,,,Editor,Editing,0
58,crew,Craig Wood,,,Editor,Editing,2
58,crew,Hans Zimmer,,,Original Music Composer,Sound,2
58,crew,Bruce Hendricks,,,Executive Producer,Production,2
58,crew,Mike Stenson,,,Executive Producer,Production,2
58,crew,Eric McLeod,,,Executive Producer,Production,2
58,crew,Chad Oman,,,Executive Producer,Production,2
58,crew,Peter Kohn,,,Producer,Production,0
58,crew,Pat Sandston,,,Producer,Production,0
58,crew,Denise Chamian,,,Casting,Production,1
58,crew,Rick Heinrichs,,,Production Design,Art,2
58,crew,James Ward Byrkit,,,Conceptual Design,Art,2
58,crew,Ve Neill,,,Makeup Department Head,Costume & Make-Up,1
58,crew,Allen Hall,,,Special Effects Supervisor,Visual Effects,0
58,crew,Camille Friend,,,Hairstylist,Costume & Make-Up,1
58,crew,Cedric Nicolas-Troyan,,,Visual Effects,Visual Effects,0
1422,cast,Leonardo DiCaprio,"William ""Billy"" Costigan, Jr.",0,,,2
1422,cast,Matt Damon,Staff Sgt. Colin Sullivan,1,,,2
1422,cast,Jack Nicholson,"Francis ""Frank"" Costello",2,,,2
1422,cast,Mark Wahlberg,Staff Sgt. Sean Dignam,3,,,2
1422,cast,Martin Sheen,Capt. Oliver Charles Queenan,4,,,2
1422,cast,Ray Winstone,"Arnold ""Frenchy"" French",5,,,2
1422,cast,Vera Farmiga,Dr. Madolyn Madden,6,,,1
1422,cast,Anthony Anderson,Trooper Brown,7,,,2
1422,cast,Alec Baldwin,Capt. George Ellerby,8,,,2
1422,cast,Kevin Corrigan,Cousin Sean,9,,,2
1422,cast,James Badge Dale,Barrigan,10,,,2
1422,cast,David O'Hara,Fitzy,11,,,2
1422,cast,Robert Wahlberg,Lazio,12,,,2
1422,cast,Kristen Dalton,Gwen,13,,,1
1422,cast,Thomas B. Duffy,Govenor,14,,,0
1422,cast,Richard Hughes,Uncle Edward,15,,,2
1422,cast,Chance Kelly,Exam Instructor,16,,,2
1422,cast,Larry Mitchell,Younger Priest,17,,,0
1422,cast,Mark Rolston,Delahunt,18,,,2
1422,cast,J.C. MacKenzie,Realtor,19,,,2
1422,cast,Mary Klug,Billy's Aunt,20,,,0
1422,cast,Robert 'Toshi' Kar Yuen Chan,Triad Boss,21,,,2
1422,cast,Gurdeep Singh,Pakistani Proprietor,22,,,0
1422,cast,Armen Garo,Providence Gangster #1,23,,,0
1422,cast,John Cenatiempo,Providence Gangster #2,24,,,2
