id,name,character,order,gender
585,Sherry Lynn,Additional Voices (voice),33,0
585,Danny Mann,Additional Voices (voice),34,2
585,Mona Marshall,Additional Voices (voice),35,0
585,Mickie McGowan,Additional Voices (voice),36,0
585,Laraine Newman,Additional Voices (voice),37,1
585,Kay Panabaker,Additional Voices (voice),38,1
585,Bret 'Brook' Parker,Trailer Mom (voice) (as Bret Parker),39,0
585,Phil Proctor,Additional Voices (voice),40,2
585,Josh Qualtieri,Additional Voices (voice),41,0
585,Guido Quaroni,Additional Voices (voice),42,2
585,Jan Rabson,Additional Voices (voice),43,2
585,Lisa Raggio,Additional Voices (voice),44,1
585,Joe Ranft,Additional Voices (voice),45,0
585,Katherine Ringgold,Additional Voices (voice),46,0
585,Sophia Ranft,Additional Voices (voice),47,0
585,Bob Scott,Additional Voices (voice),48,2
585,Jim Thornton,Additional Voices (voice),50,0
585,Lee Unkrich,Additional Voices (voice),51,2
585,Wallace Shawn,Rex (outtakes) (voice) (uncredited),52,2
585,Daniel Gerson,Needleman / Smitty (voice),53,2
585,David Silverman,Additional Voices (voice),54,2
671,Daniel Radcliffe,Harry Potter,0,2
671,Rupert Grint,Ron Weasley,1,2
671,Emma Watson,Hermione Granger,2,1
671,Richard Harris,Albus Dumbledore,3,2
671,Tom Felton,Draco Malfoy,4,2
671,Robbie Coltrane,Rubeus Hagrid,5,2
671,Alan Rickman,Severus Snape,6,2
671,Maggie Smith,Minerva McGonagall,7,1
671,Richard Griffiths,Vernon Dursley,8,2
671,Ian Hart,Quirinus Quirrell,9,2
671,Fiona Shaw,Petunia Dursley,10,1
671,John Hurt,Garrick Ollivander,11,2
671,David Bradley,Argus Filch,12,2
671,Matthew Lewis,Neville Longbottom,13,2
671,Sean Biggerstaff,Oliver Wood,14,2
671,Warwick Davis,Goblin Bank Teller / Filius Flitwick,15,2
671,Harry Melling,Dudley Dursley,16,2
671,James Phelps,Fred Weasley,17,2
671,Oliver Phelps,George Weasley,18,2
671,John Cleese,Nearly Headless Nick,19,0
671,Chris Rankin,Percy Weasley,20,2
671,Alfie Enoch,Dean Thomas,21,0
671,Devon Murray,Seamus Finnigan,22,2
671,Jamie Waylett,Vincent Crabbe,23,2
671,Josh Herdman,Gregory Goyle,24,2
671,Zoë Wanamaker,Rolanda Hooch,25,1
671,Julie Walters,Molly Weasley,26,1
671,Bonnie Wright,Ginny Weasley,27,1
671,Luke Youngblood,Lee Jordan,28,2
671,Verne Troyer,Griphook,29,2
671,Adrian Rawlins,James Potter,30,2
671,Geraldine Somerville,Lily Potter,31,1
671,Elizabeth Spriggs,Fat Lady,32,1
671,Nina Young,The Grey Lady,33,1
671,Terence Bayler,The Bloody Barron,34,0
671,Leslie Phillips,The Sorting Hat,35,2
671,Simon Fisher-Becker,Fat Friar,36,0
671,Derek Deadman,Tom,37,0
671,Ray Fearon,Firenze (voice),38,2
671,Eleanor Columbus,Susan Bones,39,0
671,Ben Borowiecki,Angus,40,0
671,Danielle Tabor,Angelina Johnson,41,0
671,Leilah Sutherland,Alicia Spinnet,42,0
671,Emily Dale,Katie Bell,43,0
671,Will Theakston,Marcus Flint,45,0
671,Scot Fearn,Terrence Higgs,46,0
671,Saunders Triplets,Baby Harry Potter,47,0
671,Amy Puglia,Miles Bletchley,48,0
671,David Brett,Dedalus Diggle,49,0
671,Leila Hoffman,Augusta Longbottom,50,0
671,Hazel Showham,Septima Vector,51,0
671,Christina Petrou,Amanda,52,0
671,Gemma Sandzer,Alice,53,0
671,Derek Hough,Ravenclaw Schoolboy,54,2
671,Julianne Hough,Gryffindor Schoolgirl,55,1
671,Zoe Sugg,Hufflepuff Schoolgirl,56,0
671,Jimmy Vee,Goblin (uncredited),57,0
671,Kieri Kennedy,Child at Zoo (uncredited),58,1
161,George Clooney,Danny Ocean,0,2
161,Brad Pitt,Rusty Ryan,1,2
161,Matt Damon,Linus Caldwell,2,2
161,Andy García,Terry Benedict,3,2
161,Julia Roberts,Tess Ocean,4,1
161,Casey Affleck,Virgil Malloy,5,2
161,Scott Caan,Turk Malloy,6,2
161,Carl Reiner,Saul Bloom,7,2
161,Bernie Mac,Frank Catton,8,2
161,Elliott Gould,Reuben Tishkoff,9,2
161,Eddie Jemison,Livingston Dell,10,2
161,Shaobo Qin,Yen,11,2
161,Scott L. Schwartz,"Bulldog, the Bruiser",12,0
161,Scott Beringer,Head Goon,13,0
161,Henry Silva,Boxing Spectator,14,2
161,Holly Marie Combs,Holly,15,1
161,Steven Soderbergh,Vault-Bombing Thief,16,2
161,Kerry Rossall,Flashback Security Guard,17,2
161,Tim Perez,Security Guard,18,2
161,Rusty Meyers,Security Officer #1,19,0
161,Don Cheadle,Basher Tarr (uncredited),20,2
161,Shane West,Shane West (uncredited),21,2
161,Joe La Due,Billy Tim Denham,22,0
120,Elijah Wood,Frodo Baggins,0,2
120,Ian McKellen,Gandalf the Grey,1,2
120,Cate Blanchett,Galadriel,2,1
120,Orlando Bloom,Legolas,3,2
120,Sean Bean,Boromir,4,2
120,Viggo Mortensen,Aragorn,5,2
120,Hugo Weaving,Elrond,6,2
120,Liv Tyler,Arwen Evenstar,7,1
120,John Rhys-Davies,Gimli,8,2
120,Christopher Lee,Saruman,9,2
120,Billy Boyd,Peregrin 'Pippin' Took,10,2
120,Dominic Monaghan,Meriadoc 'Merry' Brandybuck,11,2
120,Sean Astin,Samwise 'Sam' Gamgee,12,2
120,Andy Serkis,Gollum,13,2
120,Ian Holm,Bilbo Baggins,14,2
120,Craig Parker,Haldir,15,2
120,Lawrence Makoare,Lurtz,16,2
120,Sala Baker,Sauron,17,2
120,Sarah McLeod,Rose 'Rosie' Cotton,18,1
120,Marton Csokas,Celeborn,19,2
120,Alan Howard,Voice of the Ring (voice),20,2
120,Noel Appleby,Everard Proudfoot,21,0
120,Megan Edwards,Mrs. Proudfoot,22,0
120,Michael Elsworth,Gondorian Archivist,23,2
120,Mark Ferguson,Gil-galad,24,2
120,Brent McIntyre,Witch-king,25,0
425,Ray Romano,Manny (voice),0,2
425,John Leguizamo,Sid (voice),2,2
425,Denis Leary,Diego (voice),4,2
425,Goran Visnjic,Soto (voice),6,2
425,Jack Black,Zeke (voice),7,2
425,Cedric the Entertainer,Carl (voice),8,2
425,Stephen Root,Rhino / Start (voice),9,2
425,Diedrich Bader,Saber-Toothed Tiger (voice),10,2
425,Alan Tudyk,Lenny / Oscar / Dab (voice),11,2
425,Lorri Bagley,Jennifer (voice),12,1
425,Jane Krakowski,Rachel (voice),13,1
425,Peter Ackerman,Dodo / Macrauchenia (voice),14,2
425,P.J. Benjamin,Dodo (voice),15,0
425,Josh Hamilton,Dodo / Scrat (voice),16,2
425,Chris Wedge,Glyptodon (voice),17,2
425,Denny Dillon,Glyptodont (voice),18,1
425,Mitzi McCall,Baby Moeritherium (voice),19,1
425,Dann Fink,Dodo (voice) (uncredited),20,0
557,Tobey Maguire,Peter Parker / Spider-Man,0,2
557,Willem Dafoe,Norman Osborn / Green Goblin,1,2
557,Kirsten Dunst,Mary Jane Watson,2,1
557,James Franco,Harry Osborn,3,2
557,Cliff Robertson,Ben Parker,4,0
557,Rosemary Harris,May Parker,5,1
557,J.K. Simmons,J. Jonah Jameson,6,2
557,Joe Manganiello,Flash Thompson,7,2
557,Bill Nunn,Joseph 'Robbie' Robertson,8,2
557,Michael Papajohn,Carjacker,9,2
557,Elizabeth Banks,Betty Brant,10,1
557,Ron Perkins,Dr. Mendell Stromm,11,2
557,Randy Savage,Bone Saw McGraw,12,2
557,Octavia Spencer,Check-In Girl,13,1
557,Lucy Lawless,Punk Rock Girl,14,1
557,Bruce Campbell,Ring Announcer,15,2
557,Ted Raimi,Hoffman,16,2
557,Stan Lee,Man in Fair,17,2
557,Macy Gray,Herself,18,1
557,Johnny Trí Nguyễn,Stunts,19,2
557,Robert Kerman,Tugboat Captain,20,2
557,Gerry Becker,Maximilian Fargas,21,2
557,K. K. Dodds,Simkins,22,0
557,Jack Betts,Henry Balkan,23,2
557,Stanley Anderson,General Slocum,24,2
557,Shan Omar Huey,Teacher,25,0
557,John Paxton,Houseman,26,0
557,Jayce Bartok,Subway Guitarist,27,2
557,Sara Ramirez,Cop at Carjacking,28,1
557,Una Damon,Lab Tour Guide,29,1
557,Larry Joshua,Wrestling Promoter,30,2
557,Timothy Patrick Quill,Wrestling Arena Guard,31,0
557,Jason Padgett,Flash's Crony,32,2
557,Evan Arnold,Doctor,33,0
557,Brad Grunberg,Heckler,34,2
557,Myk Watford,Cop at Fire,35,2
557,Sylva Kelegian,Mother at Fire,36,1
557,Peter Appel,Cabbie,37,2
557,Joe D'Onofrio,Opinionated Cop,38,0
557,Jim Norton,Surly Truck Driver,39,2
557,Tim DeZarn,Philip Watson,40,2
557,Corey Mendell Parker,Chaperone in Tram,41,0
557,Ashley Edner,Girl in Tram,42,1
557,Alex Black,Boy in Tram,43,2
557,Rick Avery,Cop (uncredited),44,2
557,Peter Aylward,Colonel (uncredited),45,0
557,Jillian Clare,Crying Girl in Tram (uncredited),46,1
557,Chris Coppola,Kyle (uncredited),47,2
557,Jesse Heiman,Spectator at School Fight (uncredited),48,2
557,Leroy Patterson,World Unity Festival Attendant (uncredited),49,2
557,Benny Urquidez,Mugger (uncredited),50,2
557,Scott L. Schwartz,Screaming Wrestler (uncredited),51,0
557,Jophery C. Brown,Chef (uncredited),52,0
557,Brian J. Williams,Young Thug #2 (uncredited),53,0
557,Jim Ward,Project Coordinator,54,0
557,Taylor Gilbert,Madeline Watson,55,1
557,Deborah Wakeham,Billy's Mom,56,1
557,Bill Calvert,Fireman,57,0
557,Kristen Marie Holly,Young Lady at Fire,58,0
557,Ajay Mehta,Cabbie,59,0
557,Scott Spiegel,Marine Cop,60,2
557,Mark De Alessandro,Cop (uncredited),61,0
557,Tia Dionne Hodge,Uptown Woman (uncredited),62,0
557,Loren Janes,Board of Directors Member (uncredited),63,0
557,Andray Johnson,Balkan's Aide (uncredited),64,0
557,Martin Pfefferkorn,Thug on 8x10 (uncredited),65,0
557,Tammi Sutton,Street Vendor (uncredited),66,1
557,Lindsay Thompson,Mary Jane's Friend (uncredited),67,0
557,Sean Valla,Boat Light Man (uncredited),68,0
557,Philip Ng,Diamond District Attendee (uncredited),69,0
557,Pete Macnamara,Pentagon Officer (uncredited),70,0
1894,Ewan McGregor,Obi Wan Kenobi,0,2
1894,Natalie Portman,Padmé Amidala,1,1
1894,Hayden Christensen,Anakin Skywalker,2,2
1894,Ian McDiarmid,Chancellor Palpatine,3,2
1894,Samuel L. Jackson,Mace Windu,4,2
1894,Christopher Lee,Count Dooku,5,2
1894,Anthony Daniels,C-3PO / Dannl Faytonni,6,2
1894,Kenny Baker,R2-D2,7,2
1894,Frank Oz,Yoda (Voice),8,2
1894,Ahmed Best,Jar Jar Binks / Achk Med-Beq (voice),9,2
1894,Pernilla August,Shmi Skywalker,10,1
1894,Oliver Ford Davies,Govenor Sio Bibble,11,2
1894,Andrew Secombe,Watto (voice),12,0
1894,Silas Carson,Ki-Adi-Mundi / Viceroy Nute Gunray,13,2
1894,Alethea McGrath,Madame Jocasta Nu,14,1
1894,Temuera Morrison,Jango Fett,15,2
1894,Jimmy Smits,Senator Bail Organa,16,2
1894,Jay Laga'aia,Capt. Typho,17,2
1894,Daniel Logan,Boba Fett,18,2
1894,Leeanna Walsman,Zam Wesell,19,1
1894,Jack Thompson,Cliegg Lars,20,2
1894,Joel Edgerton,Owen Lars,21,2
1894,Bonnie Piesse,Beru,22,0
1894,Ayesha Dharker,Queen Jamillia,23,0
1894,Rose Byrne,Dormé,24,1
1894,Veronica Segura,Cordé,25,0
1894,Matt Doran,Elan Sleazebaggano,26,2
1894,Alan Ruscoe,Gilramos Libkath,27,0
1894,Ron Falk,Dexter Jettster (voice),28,0
1894,Anthony Phelan,Lama Su (voice),29,2
1894,Rena Owen,Taun We (voice),30,1
1894,Susie Porter,Hermione Bagwa / WA-7,31,1
1894,Matt Sloan,Plo Koon,32,0
1894,David Bowers,Mas Amedda,33,2
1894,Steve John Shepherd,Naboo lieutenant,34,2
1894,Bodie Taylor,Clone Trooper,35,0
1894,Matt Rowan,Senator Orn Free Taa,36,0
1894,Steven Boyle,Senator Ask Aak / Passel Argente,37,0
1894,Zachariah Jensen,Kit Fisto,38,0
1894,Alex Knoll,J.K. Burtola,39,0
1894,Phoebe Yiamkiati,Mari Amithest,40,0
1894,Marton Csokas,Poggle the Lesser (voice) (uncredited),41,2
129,Rumi Hiiragi,Chihiro Ogino (voice),0,0
129,Miyu Irino,Haku (voice),1,0
129,Mari Natsuki,Yubaba / Zeniba (voice),2,1
129,Bunta Sugawara,Kamaji (voice),3,0
129,Yumi Tamai,Lin (voice),4,0
129,Ryunosuke Kamiki,Bou (voice),5,2
129,Takashi Naito,Akio Ogino (voice),6,0
129,Yasuko Sawaguchi,Yuuko Ogino (voice),7,0
129,Tatsuya Gashûin,Aogaeru (voice),8,1
129,Yo Oizumi,Bandai-gaeru (voice),9,2
129,Koba Hayashi,River God (voice),10,0
129,Tsunehiko Kamijô,Chichiyaku (voice),11,2
129,Takehiko Ono,Aniyaku (voice),12,2
129,Akio Nakamura,Kaonashi (voice),13,0
129,Ken Yasuda,Oshirasama (voice),14,2
672,Daniel Radcliffe,Harry Potter,0,2
672,Rupert Grint,Ron Weasley,1,2
672,Emma Watson,Hermione Granger,2,1
672,Richard Harris,Albus Dumbledore,3,2
672,Alan Rickman,Severus Snape,4,2
672,Tom Felton,Draco Malfoy,5,2
672,Kenneth Branagh,Gilderoy Lockhart,6,2
672,Robbie Coltrane,Rubeus Hagrid,7,2
672,Maggie Smith,Minerva McGonagall,8,1
672,David Bradley,Argus Filch,9,2
672,Bonnie Wright,Ginny Weasley,10,1
672,Matthew Lewis,Neville Longbottom,11,2
672,Jason Isaacs,Lucius Malfoy,12,2
672,Shirley Henderson,Myrtle Warren,13,1
672,Toby Jones,Dobby (voice),14,2
672,James Phelps,Fred Weasley,15,2
672,Oliver Phelps,George Weasley,16,2
672,Richard Griffiths,Vernon Dursley,17,2
672,Fiona Shaw,Petunia Dursley,18,1
672,Harry Melling,Dudley Dursley,19,2
672,John Cleese,Nicholas de Mimsy-Porpington,20,0
672,Julie Walters,Molly Weasley,21,1
672,Mark Williams,Arthur Weasley,22,2
672,Jamie Waylett,Vincent Crabbe,23,2
672,Josh Herdman,Gregory Goyle,24,2
672,Alfie Enoch,Dean Thomas,25,0
672,Devon Murray,Seamus Finnigan,26,2
672,Sean Biggerstaff,Oliver Wood,27,2
672,Hugh Mitchell,Colin Creevey,28,0
672,Chris Rankin,Percy Weasley,29,2
672,Warwick Davis,Filius Flitwick,30,2
672,Robert Hardy,Cornelius Fudge,31,2
672,Miriam Margolyes,Pomona Sprout,32,1
672,Gemma Jones,Poppy Pomfrey,33,1
672,Christian Coulson,Tom Marvolo Riddle,34,2
672,Edward Randell,Justin Finch-Fletchley,35,0
672,Luke Youngblood,Lee Jordan,36,2
672,Eleanor Columbus,Susan Bones,37,0
672,Louis Doyle,Ernie MacMillan,38,0
672,Emily Dale,Katie Bell,39,0
672,Rochelle Douglas,Alicia Spinnet,40,0
672,Leslie Phillips,The Sorting Hat (voice),41,2
672,Julian Glover,Aragog (voice),42,2
672,Martin Bayfield,Young Hagrid,43,0
672,Gemma Padley,Penelope Clearwater,44,0
672,Danielle Tabor,Angelina Johnson,45,0
672,Jamie Yeates,Marcus Flint,46,0
672,Charlotte Skeoch,Hannah Abbott,47,0
672,Helen Stuart,Millicent Bulstrode,48,0
672,Nina Young,The Grey Lady,49,1
672,Adrian Rawlins,James Potter,50,2
672,Geraldine Somerville,Lily Potter,51,1
672,Jim Norton,Mr. Mason,52,2
672,Veronica Clifford,Mrs Mason,53,0
672,Heather Bleasdale,Mrs Granger,54,0
672,Tom Knight,Mr. Granger,55,0
672,Ben Borowiecki,Angus,56,0
672,Kathleen Cauley,Lavender Brown,58,0
672,Alfred Burke,Armando Dippet,59,0
672,Peter O'Farrell,Bozo,60,2
672,Violet Columbus,Girl with Flowers,61,1
121,Elijah Wood,Frodo Baggins,0,2
121,Ian McKellen,Gandalf the White,1,2
121,Viggo Mortensen,Aragorn,2,2
121,Liv Tyler,Arwen Evenstar,3,1
121,Orlando Bloom,Legolas,4,2
121,John Rhys-Davies,Gimli / Voice of Treebeard,5,2
121,Christopher Lee,Saruman,6,2
121,Sean Astin,Sam Gamgee,7,2
121,Billy Boyd,Peregrin 'Pippin' Took,8,2
121,Dominic Monaghan,Meriadoc 'Merry' Brandybuck,9,2
121,Andy Serkis,Gollum,10,2
121,Hugo Weaving,Elrond,11,2
121,Craig Parker,Haldir,12,2
121,Bernard Hill,Théoden,13,2
121,Brad Dourif,Gríma Wormtongue,14,2
121,Miranda Otto,Éowyn,15,1
121,David Wenham,Faramir,16,2
121,Karl Urban,Éomer,17,2
121,Cate Blanchett,Galadriel,18,1
121,Olivia Tennet,Freda,19,1
121,Sean Bean,Boromir,20,2
121,Jed Brophy,Sharku / Snaga,21,0
121,Calum Gittins,Halteh,22,0
121,John Bach,Madril,23,2
121,Robbie Magasiva,Mauhur,24,2
121,John Noble,Denethor,25,0
121,Robyn Malcolm,Morwen,26,1
121,Bruce Phillips,Rohan Soldier,27,0
121,Raymond Trickitt,Bereg,28,2
121,Stephen Ure,Grishnakh,29,0
121,Nathaniel Lees,Ugluk,30,2
121,Sam Comery,Eothain,31,0
121,Bruce Hopkins,Gamling,32,0
121,John Leigh,Háma,33,2
640,Leonardo DiCaprio,Frank Abagnale Jr.,0,2
640,Tom Hanks,Carl Hanratty,1,2
640,Christopher Walken,Frank Abagnale,2,2
640,Martin Sheen,Roger Strong,3,2
640,Nathalie Baye,Paula Abagnale,4,1
640,Amy Adams,Brenda Strong,5,1
640,James Brolin,Jack Barnes,6,2
640,Brian Howe,Earl Amdursky,7,0
640,Frank John Hughes,Tom Fox,8,2
640,Steve Eastin,Paul Morgan,9,2
640,Chris Ellis,Special Agent Witkins,10,2
640,John Finn,Assistant Director Marsh,11,2
640,Jennifer Garner,Cheryl Ann,12,1
640,Nancy Lenehan,Carol Strong,13,1
640,Ellen Pompeo,Marci,14,1
640,Elizabeth Banks,Lucy,15,1
640,Guy Thauvette,Warden Garren,16,2
640,Candice Azzara,Darcy,17,1
640,Matthew Kimbrough,Loan Officer,18,2
640,Joshua Boyd,Football Player,19,2
640,Kaitlin Doubleday,Joanna,20,1
640,Kelly McNair,Girl #1,21,0
640,Jonathan Dankner,Student #1 (as Jonathan Danker),22,0
640,Maggie Mellin,Teacher,23,0
640,Thomas Kopache,Principal Evans,24,2
640,Margaret Travolta,Ms. Davenport,25,0
640,Jimmie F. Skaggs,Bartender,26,0
640,Alex Hyde-White,Mr. Kesner,27,0
640,Lilyan Chauvin,Mrs. Lavalier,28,1
640,Eugene Fleming,Ticket Clerk,29,0
640,Robert Ruth,Hotel Manager,30,0
640,Jennifer Manley,Ashley,31,0
640,James Morrison,Pilot,32,2
640,Robert Symonds,Mr. Rosen,33,0
640,Jennifer Kan,Female Bank Teller,34,0
640,Robert Curtis Brown,Front Desk Clerk,35,2
640,Kelly Hutchinson,Young Female Teller,36,0
640,Steve Witting,Manager,37,0
640,Wendy Worthington,Receptionist,38,1
640,Jane Bodle,TWA Ticket Agent,39,0
640,J. Patrick McCormack,Auctioneer,40,2
640,Brian Goodman,Motel Owner,41,2
640,Ray Proscia,Salesman,42,2
640,Sarah Lancaster,Riverbend Woman,43,1
640,Jill Matson,Riverbend Woman,44,0
640,Mike Baldridge,Terry,45,0
640,Joel Ewing,Party Guy,46,0
640,Ritchie Montgomery,Young Doctor,47,2
640,Jim Antonio,Victor Griffith,48,2
640,Angela Sorensen,Party Girl,49,0
640,Jonathan Brent,Dr. Ashland,50,0
640,Benita Krista Nall,Emergency Nurse,51,0
640,Shane Edelman,Doctor Harris,52,2
640,Andrew Meeks,Young Patient,53,0
640,Morgan Rusler,FBI Agent,54,2
640,Jane Edith Wilson,Bar Examiner,55,1
640,Dave Hager,Judge,56,2
640,Kyle Davis,Kid,57,2
640,Patrick Thomas O'Brien,Mr. Hendricks (as Patrick T. O'Brien),58,2
640,Jaime Ray Newman,Monica,59,1
640,Deborah Kellner,Debra Jo,60,0
640,Mercedes Cornett,Heather,61,0
640,Amy Acker,Miggy,62,1
640,Robert Peters,FBI Agent,63,2
640,James DuMont,FBI Agent (as James Dumont),64,2
640,Thomas Crawford,FBI Agent,65,0
640,Sarah Rush,Secretary,66,1
640,Malachi Throne,Abe Penner,67,0
640,Alfred Dennis,Ira Penner,68,2
640,Max Kerstein,Penner Brother,69,0
640,Donna Kimball,TWA Stewardess,70,0
640,Jan Munroe,Captain Oliver,71,0
640,Stephen Dunham,Pilot,72,2
640,Brandon Keener,Pilot,73,2
640,Jasmine Jessica Anthony,Little Girl,74,1
640,Anthony Powers,NY Savings Bank Manager,75,0
640,Lauren Cohn,Female Teller,76,0
640,Jeremy Howard,Teen Waiter,77,2
640,Jack Knight,Man #3,78,0
640,Jamie Anderson,Ilene,79,2
640,Kam Heskin,Candy,80,1
640,Ana Maria Quintana,Hotel Maid,81,1
640,Gerald R. Molen,FBI Agent (as Gerald Molen),82,2
640,Celine du Tertre,Little Girl on Street,83,1
640,Stan Bly,Blind Man,84,0
640,Jamie Moss,Young Man,85,0
640,Jessica Collins,Peggy,86,1
640,Frank Abagnale Jr.,French Policeman (as Frank W. Abagnale),87,0
640,Roger Léger,Prison Guard (as Roger Lèger),88,0
640,Jean-François Blanchard,French Police Captain,89,0
640,Mathieu Gaudreault,French Police,90,0
640,Guy-Daniel Tremblay,French Police (as Guy Daniel Tremblay),91,0
640,Alexander Bisping,French Police (as Alexandre Bisping),92,2
640,Patrice Dussault,French Police,93,0
640,Paul Todd,Maitre D',94,0
640,Jake Wagner,Kid,95,0
640,Ashley Cohen,Party Twin,96,0
640,Kelly Cohen,Party Twin,97,0
640,Ellis Hall,Piano Player / Singer,98,0
640,Steven Meizler,Piano Player,99,0
640,Fred Datig,Co-Pilot,100,0
640,"Joe Garagiola, Sr.",Himself (as Joe Garagiola),101,0
640,Kitty Carlisle,Herself (as Kitty Carlisle Hart),102,0
640,Dominic Bond,Choir,103,0
640,Jean-François Brousseau,Choir,104,0
640,Francis Campeau,Choir,105,0
640,Raphaël Cardin,Choir,106,0
640,Marc-Antoine Côté,Choir,107,0
640,Antoine Drolet-Dumoulin,Choir,108,0
640,Léon Dussault-Gagné,Choir,109,0
640,Simon Houle-Gauthier,Choir,110,0
640,Vincent Généreux,Choir,111,0
640,Sébastien Jean,Choir,112,0
640,Pascal Larouche,Choir,113,0
640,William Lauzon,Choir,114,0
640,Florent Legault,Choir,115,0
640,Jason McNally,Choir,116,0
640,Julien Normandeau,Choir,117,0
640,David Parent-Laliberté,Choir,118,0
640,Alexandre Pepin,Choir,119,0
640,Nicolas Radeschi,Choir,120,0
640,Jonathan René,Choir,121,0
640,Samuel St-Amour,Choir,122,0
12,Albert Brooks,Marlin (voice),0,2
12,Ellen DeGeneres,Dory (voice),1,1
12,Alexander Gould,Nemo (voice),2,2
12,Willem Dafoe,Gill (voice),3,2
12,Brad Garrett,Bloat (voice),4,2
12,Allison Janney,Peach (voice),5,1
12,Austin Pendleton,Gurgle (voice),6,2
12,Stephen Root,Bubbles (voice),7,2
12,Vicki Lewis,Deb / Flo (voice),8,1
12,Joe Ranft,Jacques (voice),9,0
12,Geoffrey Rush,Nigel (voice),10,2
12,Andrew Stanton,Crush (voice),11,2
12,Elizabeth Perkins,Coral (voice),12,1
12,Nicholas Bird,Squirt (voice),13,2
12,Bob Peterson,Mr. Ray (voice),14,2
12,Barry Humphries,Bruce (voice),15,2
12,Eric Bana,Anchor (voice),16,2
12,Bruce Spence,Chum (voice),17,2
12,Bill Hunter,Dentist (voice),18,2
12,LuLu Ebeling,Darla (voice),19,1
12,Jordan Ranft,Tad (voice),20,0
12,Erica Beck,Pearl (voice),21,0
12,Erik Per Sullivan,Sheldon (voice),22,2
12,John Ratzenberger,Fish School (voice),33,2
22,Johnny Depp,Captain Jack Sparrow,0,2
22,Geoffrey Rush,Captain Hector Barbossa,1,2
22,Orlando Bloom,Will Turner,2,2
22,Keira Knightley,Elizabeth Swann,3,1
22,Jack Davenport,Commodore James Norrington,4,2
22,Jonathan Pryce,Governor Weatherby Swann,5,2
22,Kevin McNally,Joshamee Gibbs,6,2
22,Zoe Saldana,Anamaria,7,1
22,Lee Arenberg,Pintel,8,2
22,Mackenzie Crook,Ragetti,9,2
22,Damian O'Hare,Lieutenant Gillette,10,0
22,Treva Etienne,Koehler,11,2
22,Michael Berry Jr.,Twigg,12,0
22,David Bailie,Cotton,13,2
22,Christopher S. Capp,Cotton's Parrot (voice),14,2
22,Martin Klebba,Marty,15,2
22,Isaac C. Singleton Jr.,Bo'sun,16,2
22,Giles New,Murtogg,17,0
22,Angus Barnett,Mullroy,18,2
22,Greg Ellis,Lieutenant Theodore Groves,19,2
22,Guy Siner,Harbormaster,20,2
22,Ralph P. Martin,Mr. Brown,21,2
22,Paula J. Newman,Estrella,22,0
22,Paul Keith,Butler,23,0
22,Dylan Smith,Young Will,24,2
22,Lucinda Dryzek,Young Elizabeth,25,1
22,Lauren Maher,Scarlett,26,1
22,Vanessa Branch,Giselle,27,1
22,Luke de Woolfson,Frightened Sailor,28,2
22,Michael Sean Tighe,Seedy Looking Prisoner,29,2
22,Dustin Seavey,Sentry,30,0
22,Christian Martin,Steersman,31,0
22,Trevor Goddard,Grapple,32,2
22,Vince Lozano,Jacoby,33,2
22,Matthew Bowyer,Sailor / Edinburgh,34,0
22,Brye Cooper,Mallot,35,2
22,Ben Wilson,Seedy Prisoner #2,36,2
22,Antonio Valentino,Seedy Prisoner #3,37,0
22,Mike Babcock,Seedy Prisoner #4,38,0
22,Owen Finnegan,Town Clerk,39,0
22,Ian McIntyre,Sailor,40,0
22,Israel Aduramo,Crippled Man,41,2
22,Sam Roberts,Crying Boy,42,0
22,Ben Roberts,Crying Boy,43,0
22,Félix Castro,Moises: Jack's Crew,44,0
22,Mike Haberecht,Kursar: Jack's Crew,45,0
22,Rudolph McCollum,Matelot: Jack's Crew,46,0
22,Gerard J. Reyes,Tearlach: Jack's Crew (as Gerard Reyes),47,0
22,M. Scott Shields,Duncan: Jack's Crew,48,0
22,Christopher Sullivan,Ladbroc: Jack's Crew (as Chris 'Sully' Sullivan),49,0
22,Craig Thomson,Crimp: Jack's Crew,50,0
22,Fred Toft,Quartetto: Jack's Crew,51,0
22,Jerry Gauny,Ketchum: Barbossa's Crew,52,0
22,Maxie J. Santillan Jr.,Maximo: Barbossa's Crew,53,2
22,Michael Earl Lane,Monk: Barbossa's Crew (as Michael Lane),54,0
22,David Patykewich,Clubba: Barbossa's Crew,55,0
22,Tommy Schooler,Scarus: Barbossa's Crew,56,0
22,Finneus Egan,Scratch: Barbossa's Crew,57,2
22,D.P. FitzGerald,Weatherby: Barbossa's Crew,58,0
22,Tobias McKinney,Dog Ear: Barbossa's Crew,59,0
22,Michael A. Thompson,Simbakka: Barbossa's Crew,60,0
22,Michael W. Williams,Hawksmoor: Barbossa's Crew,61,2
22,Jose Zelaya,Katracho: Barbossa's Crew,62,0
22,Don LaDaga,Nipperkin: Barbossa's Crew,63,0
22,LeJon,Lejon,64,2
22,Gregory Alosio,Pirate (uncredited),65,0
22,Jordi Caballero,Pirate (uncredited),66,2
22,Paul Gagné,Sailor (uncredited),67,0
22,Joe Grisaffi,Marine (uncredited),68,0
22,James McAuley,Barbossa's Crew (uncredited),69,0
24,Uma Thurman,Beatrix 'The Bride' Kiddo,0,1
24,Lucy Liu,O-Ren Ishii,1,1
24,Vivica A. Fox,Vernita Green,2,1
24,Daryl Hannah,Elle Driver,3,1
