id,name,character,order,gender
211672,Steve Coogan,Professor Flux / Tower Guard (voice),4,2
211672,Jennifer Saunders,Reine Elizabeth II (voice),5,1
211672,Geoffrey Rush,Narrator (voice),6,2
211672,Steve Carell,Gru (voice),7,2
211672,Pierre Coffin,"Stuart, Kevin and Bob (voices)",8,2
211672,Katy Mixon,Tina (voice),9,1
211672,Michael Beattie,VNC Announcer / Walter Jr. (voice),10,2
211672,Hiroyuki Sanada,Sumo (voice),11,0
211672,Dave Rosenbaum,Fabrice (voice),12,0
211672,Alex Dowding,Royal Advisor (voice),13,0
211672,Paul Thornley,News Reporter (voice),14,0
211672,Kyle Balda,Additional Voices (voice),15,0
211672,Ava Acres,Additional Voices (voice),16,1
206647,Daniel Craig,James Bond,0,2
206647,Christoph Waltz,Blofeld,1,2
206647,Léa Seydoux,Madeleine,2,1
206647,Ralph Fiennes,M,3,2
206647,Monica Bellucci,Lucia,4,1
206647,Ben Whishaw,Q,5,2
206647,Naomie Harris,Moneypenny,6,1
206647,Dave Bautista,Hinx,7,2
206647,Andrew Scott,C,8,2
206647,Rory Kinnear,Tanner,9,2
206647,Jesper Christensen,Mr. White,10,2
206647,Alessandro Cremona,Marco Sciarra,11,0
206647,Stephanie Sigman,Estrella,12,1
206647,Tenoch Huerta,Mexican Man in Lift,13,0
206647,Adriana Paz,Mexican Woman in Lift,14,1
206647,Domenico Fortunato,Gallo,15,2
206647,Marco Zingaro,Gallo's Accomplice,16,0
206647,Stefano Elfi DiClaudia,Gallo's Accomplice,17,2
206647,Ian Bonar,Q's Assistant,18,0
206647,Tam Williams,Moneypenny's Boyfriend,19,2
206647,Richard Banham,Blofeld's London Helicopter Pilot,20,2
206647,Pip Carter,SC019 Police Commander,21,2
206647,Simon Lenagan,SC019 Police Officer,22,2
206647,Alessandro Bressanello,Priest,23,2
206647,Marc Zinga,Moreau,24,0
206647,Brigitte Millar,Vogel,25,0
206647,Adel Bencherif,Abrika,26,2
206647,Gediminas Adomaitis,Blofeld's Right Hand Man,27,2
206647,Peppe Lanzetta,Lorenzo,28,0
206647,Francesco Arca,Francesco,29,2
206647,Matteo Taranto,Marco,30,2
206647,Emilio Aniba,Palazzo Security,31,2
206647,Benito Sagredo,Guerra,32,2
206647,Dai Tabuchi,Businessman,33,2
206647,George Lasha,Businessman,34,2
206647,Sargon Yelda,Businessman,35,0
206647,Andy Cheung,Businessman,36,2
206647,Erick Hayden,Marshall,37,2
206647,Oleg Mirochnikov,Valerian,38,2
206647,Antonio Salines,Fiat Driver,39,2
206647,Miloud Mourad Benamara,Street Sweeper,40,2
206647,Gido Schimanski,Chairman,41,2
206647,Nigel Barber,Head of Nation,42,0
206647,Patrice Naiambana,Head of Nation,43,2
206647,Stephane Cornicard,Head of Nation,44,2
206647,Gary Fannin,Head of Nation,45,2
206647,Sadao Ueda,Head of Nation,46,2
206647,Phillip Law,Head of Nation,47,0
206647,Wai Wong,Head of Nation,48,2
206647,Joseph Balderrama,Head of Nation,49,2
206647,Eiji Mihara,Aide,50,2
206647,Junichi Kajioka,Aide,51,2
206647,Victor Schefé,Clinic Barman,52,0
206647,Harald Windisch,Clinic Security Guard,53,2
206647,Tristan Matthiae,Clinic Security Guard,54,2
206647,Detlef Bothe,Cable Car Heavy,55,2
206647,Bodo Friesecke,Cable Car Heavy,56,2
206647,Wilhem Iben,Syringe Heavy,57,2
206647,Noemi Krausz,Snowboarder,58,1
206647,Noah Saavedra,Snowboarder,59,2
206647,Francis Attakpah,Snowboarder,60,0
206647,Michael Glantschnig,Snowboarder,61,2
206647,Marlon Boess,Snowboarder,62,2
206647,Marie Wohlmuth,Snowboarder,63,1
206647,Lili Epply,Snowboarder,64,1
206647,Konstantin Gerlach,Snowboarder,65,2
206647,Lara Parmiani,L'Americain Manater,66,1
206647,Umit Ulgen,Train Guard,67,2
206647,Amra Mallassi,Train Waiter,68,2
206647,Ziad Abaza,Train Barman,69,2
206647,Walid Mumuni,Blofeld's Chauffeur,70,2
206647,Derek Horsham,Blofeld's Guard,71,0
206647,Nari Blair-Mangat,Blofeld's Guard,72,2
206647,Michael White,Blofeld's Butler,73,0
206647,Adam McGrady,Blofeld's Waiter,74,0
206647,Nader Dernaika,Blofeld's Analyst,75,2
206647,Pezhmaan Alinia,Blofeld's Chief Analyst,76,2
206647,Judi Dench,M (uncredited),77,1
206647,Neve Gachev,Clinic Patron (uncredited),78,1
206647,Karl Farrer,Businessman (uncredited),79,2
206647,Kim Adis,Lair Staff (uncredited),80,1
206647,Maurisa Selene Coleman,Mexican Sprite (uncredited),81,1
206647,Matija Mondi Matović,Pilot David,82,2
209112,Ben Affleck,Bruce Wayne / Batman,0,2
209112,Henry Cavill,Clark Kent / Superman,1,2
209112,Gal Gadot,Diana Prince / Wonder Woman,2,1
209112,Amy Adams,Lois Lane,3,1
209112,Jesse Eisenberg,Lex Luthor,4,2
209112,Diane Lane,Martha Kent,5,1
209112,Jeremy Irons,Alfred Pennyworth,6,2
209112,Laurence Fishburne,Perry White,7,2
209112,Holly Hunter,Senator Finch,8,1
209112,Scoot McNairy,Wallace Keefe,9,2
209112,Callan Mulvey,Anatoli Knyazev,10,2
209112,Tao Okamoto,Mercy Graves,11,1
209112,Jena Malone,Jenet Klyburn,12,1
209112,Brandon Spink,Young Bruce Wayne,13,2
209112,Lauren Cohan,Martha Wayne,14,1
209112,Hugh Maguire,Jack O'Dwyer,15,2
209112,Michael Cassidy,Jimmy Olsen,16,2
209112,Alan D. Purwin,Wayne Industries Pilot,17,2
209112,Dan Amboyer,Drone Pilot,18,0
209112,Rebecca Buller,Jenny Jurwich,19,0
209112,Harry Lennix,General Swanwick,20,2
209112,Christina Wren,Major Carrie Farris,21,0
209112,Jade Chynoweth,Carmen,22,1
209112,Chad Krowchuk,Glen Woodburn,23,0
209112,Kevin Costner,Jonathan Kent,24,2
209112,Ezra Miller,Barry Allen / The Flash,25,2
209112,Patrick Wilson,POTUS (voice),26,2
209112,Michael Shannon,General Zod,27,2
209112,Charlie Rose,Himself,28,2
209112,Vikram Gandhi,Himself,29,2
209112,Andrew Sullivan,Himself,30,2
209112,Neil deGrasse Tyson,Himself,31,2
209112,Jon Stewart,Himself,32,2
209112,Soledad O'Brien,Herself,33,0
209112,Erika R. Erickson,Herself,34,1
209112,Dana Bash,Herself,35,1
209112,Nancy Grace,Herself,36,1
209112,Anderson Cooper,Himself,37,0
209112,Brooke Baldwin,Herself,38,1
209112,Carla Gugino,A.I. Kelor (voice),39,1
209112,杰森·莫玛,Arthur Curry / Aquaman,40,2
209112,Joe Morton,Silas Stone,41,2
209112,Ray Fisher,Victor Stone / Cyborg,42,2
209112,Joseph Cranford,Pete Ross,43,2
209112,Emily Peterson,Lana Lang,44,0
209112,Jeffrey Dean Morgan,Thomas Wayne,45,2
209112,Sammi Rotibi,General Amajagh,46,2
209112,Hanna Dworkin,Metropolis Citizen,47,1
209112,Tiffany L. Addison,Metropolis Citizen,48,1
209112,Owais Ahmed,Metropolis Citizen,49,2
209112,Anish Jethmalani,Metropolis Citizen,50,2
209112,Tiffany Bedwell,Metropolis Citizen,51,1
209112,Natalee Arteaga,Metropolis Citizen,52,1
209112,Keith D. Gallagher,Metropolis Citizen,53,2
209112,Jeff Dumas,Metropolis Citizen,54,2
209112,Miriam Lee,Metropolis Citizen,55,1
209112,Alicia Regan,Metropolis Citizen,56,1
209112,Stephanie Koenig,Teacher,57,1
209112,Ripley Sobo,Sage,58,1
209112,Richard Burden,Island Scientist,59,2
209112,Julius Tennon,General Security Chief,60,2
209112,Wunmi Mosaku,Kahina Ziri,61,0
209112,Dennis North,Senator Barrows,62,2
209112,Kiff VandenHeuvel,Officer Mazzuccheli,63,0
209112,Mason Heidger,Officer Rucka,64,2
209112,Ahney Her,Hostage Girl,65,1
209112,Kristine Cabanban,Hostage Girl,66,1
209112,Sebastian Sozzi,Cesar Santos,67,2
209112,Kent Shocknek,Himself,68,2
209112,Ralph Lister,Emmet Vale,69,2
209112,Sammy A. Publes,Metropolis Cop,70,2
209112,Jay R. Adams,Metropolis Cop,71,2
209112,David Midura,Hero's Park Tourist,72,2
209112,Jay Towers,Reporter at Monument,73,2
209112,Michael Ellison,Air Force MP,74,0
209112,Kirill Ostapenko,Underground Fight Patron,75,2
209112,Rashontae Wawrzyniak,Beautiful Woman,76,1
209112,Tom Luginbill,Sports Announcer,77,2
209112,Dave Pasch,Sports Announcer,78,2
209112,Danny Mooney,Party Photographer,79,2
209112,Henry Frost III,Party Doorman,80,2
209112,Nicole Forester,LeBlanc,81,1
209112,Debbie Stabenow,Metropolis Governor,82,1
209112,Milica Govich,Colorado Woman,83,0
209112,John Lepard,Jail Guard,84,2
209112,Sandra Love Aldridge,Finch's Receptionist,85,1
209112,Graham W.J. Beal,James Harmon - Museum Director,86,2
209112,Henri Franklin,Bunker Soldier,87,2
209112,Jonathan West,Bunker Soldier,88,2
209112,T.J. Martinelli,US Park Officer,89,2
209112,Chris Newman,Wayne Accountant,90,2
209112,Lulu Dahl,Diner Waitress,91,1
209112,Sam Logan Khaleghi,DC Protestor,92,2
209112,Anne Marie Damman,DC Protestor,93,1
209112,Connie Craig,DC Protestor,94,0
209112,Henrietta Hermelin,DC Protestor,95,1
209112,Patrick Leahy,Senator Purrington,96,2
209112,Albert Valladares,Convenience Store Robber,97,2
209112,David Paris,Helicopter Pilot,98,2
209112,Abigail Kuklis,Flight Attendant,99,1
209112,Greg Violand,Chairman of Joint Chiefs,100,0
209112,Tiren Jhames,Vice Chairman of Joint Chiefs,101,2
209112,Steve Jasgur,Signals Officer - Air Force,102,2
209112,Jonathan Stanley,Silo Officer,103,2
209112,Jesse Nagy,Silo Officer,104,2
209112,Duvale Murchison,Supermax Guard,105,2
209112,Thomas J. Fentress,Prison Barber,106,2
209112,Coburn Goss,Father Leone,107,0
209112,Jeff Hanlin,Wagon Driver,108,0
209112,Gary A. Hecker,Creature Vocals (voice),109,2
209112,Robin Atkin Downes,Kreatur (voice),110,2
209112,Issac Ryan Brown,Squatter Boy,111,2
209112,Barton Bund,CIA Supervisor,112,2
209112,Bailey Chase,Python Team Leader,113,2
209112,Patrick O'Connor Cronin,Gotham Desk Cop,114,2
209112,Sonja Crosby,Gotham Desk Cop,115,1
209112,C.T. Fletcher,Inmate Thug,116,2
209112,Ahman Green,Inmate Thug,117,2
209112,Diana Gaitirira,Nairomian Crying Woman,118,0
209112,Jalene Mack,Nairomian Crying Woman,119,1
209112,Esodie Geiger,Nairomian Crying Woman,120,1
209112,Nene Nwoko,Nairomian Crying Woman,121,1
209112,Scott Edward Logan,Nairomian Driver,122,2
209112,Marcus Goddard,Gala Waiter,123,2
209112,Cruz Gonzalez-Cadel,Adriana Santos,124,1
209112,Alma Martinez,Older Goat Herder,125,1
209112,Sal Lopez,Older Goat Herder,126,0
209112,Marcel Shihadeh,Young Goat Herder,127,0
209112,Theo Bongani Ndyalvane,Rebel Translator,128,2
209112,Satori Shakoor,Squatter Mother,129,1
209112,Ele Bardha,Truck,130,2
209112,Inder Kumar,Wayne Financial Employee,131,2
209112,Brandon Bautista,Party Guest,132,0
209112,Laura Atwood,Daily Planet Reporter (uncredited),133,1
209112,Debbie Scaletta,Wayne Enterprise Executive (uncredited),134,1
209112,David Leach,Football Player (uncredited),135,2
209112,Gordon Michaels,Gotham Seaport Cop (uncredited),136,2
209112,Brian Boland,Wayne Security (uncredited),137,2
209112,Taras Los,Russian Foreign Minister (uncredited),138,0
209112,Jason Hughley,DC Paramedic (uncredited),139,0
209112,Sidi Henderson,Building Supervisor (uncredited),140,2
209112,Meighan Gerachis,Chilean President (uncredited),141,0
209112,Nicole Santini,First Class Lady (uncredited),142,0
209112,Axel Harney,Basketball Player (uncredited),143,2
209112,Wayne E. Brown,Funeral Attender (uncredited),144,2
209112,Dante Briggins,Police Officer (uncredited),145,2
209112,Shannon Garnett,GCU Football Player (uncredited),146,2
209112,Lynch R. Travis,Protester (uncredited),147,0
209112,Carmen Gangale,EMT (uncredited),148,2
209112,Joe Cipriano,Metropolis Survivor (uncredited),149,0
209112,Will Blagrove,Rusty - Metropolis Cop (uncredited),150,0
209112,Marcelo Bem,Protester (uncredited),151,0
281957,Leonardo DiCaprio,Hugh Glass,0,2
281957,Tom Hardy,John Fitzgerald,1,2
281957,Will Poulter,Jim Bridger,2,2
281957,Domhnall Gleeson,Captain Andrew Henry,3,2
281957,Paul Anderson,Anderson,4,2
281957,Brad Carter,Johnnie,5,2
281957,Kristoffer Joner,Murphy,6,2
281957,Lukas Haas,Jones,7,2
281957,Brendan Fletcher,Fryman,8,2
281957,Joshua Burge,Stubby Bill,9,0
281957,Robert Moloney,Dave Chapman,10,2
281957,Grace Dove,Hugh Glass' Wife,11,1
281957,Timothy Lyle,Gordon in Shack,12,0
281957,Kory Grim,Trapper Hatchet in Back,13,0
281957,Forrest Goodluck,Hawk,14,0
281957,Duane Howard,Elk Dog,15,0
281957,Arthur RedCloud,Hikuc,16,0
281957,Vincent Leclerc,French Trapper #1,17,2
281957,Emmanuel Bilodeau,French-canadian man,18,2
297762,Gal Gadot,Wonder Woman / Diana Prince,0,1
297762,Chris Pine,Steve Trevor,1,2
297762,Robin Wright,General Antiope,2,1
297762,Danny Huston,General Erich Ludendorff,3,2
297762,David Thewlis,Sir Patrick Morgan,4,2
297762,Connie Nielsen,Queen Hippolyta,5,1
297762,Elena Anaya,Dr. Isabel Maru,6,1
297762,Lilly Aspell,Young Diana (8),7,1
297762,Emily Carey,Young Diana (12),8,1
297762,Lucy Davis,Etta Candy,9,1
297762,Saïd Taghmaoui,Sameer,10,0
297762,Ewen Bremner,Charlie,11,2
297762,Eugene Brave Rock,Chief,12,2
297762,Lisa Loven Kongsli,Menalippe,13,1
297762,Florence Kasumba,Senator Acantha,14,1
297762,Madeleine Vall,Egeria,15,0
297762,Hayley Warnes,Aella,16,0
297762,Ann Wolfe,Artemis,17,0
297762,Doutzen Kroes,Venelia,18,1
297762,Samantha Jo,Euboea,19,1
297762,Ann Ogbomo,Phillipus,20,0
297762,Danielle Lewis,Senator Timandra,21,1
297762,Eleanor Matsuura,Epione,22,0
297762,Josette Simon,Mnemosyne,23,1
297762,Brooke Ence,Penthiselea,24,0
297762,Hari James,Trigona,25,0
297762,Jacqui-Lee Pryce,Niobe,26,0
297762,James Cosmo,FIeld Marshall Haig,27,2
297762,Martin Bishop,Kaiser Wilhelm II,28,0
297762,Flora Nicholson,Marie,29,0
297762,Steffan Rhodri,Colonel Darnell,30,2
297762,Rachel Pickup,Fausta Grables,31,0
297762,Rainer Bock,Von Hindenberg,32,2
297762,Eva Dabrowski,Nina,33,0
297762,Kattreya Scheurer-Smith,Amazon Army,34,0
297762,Betty Adewole,Amazon Army,35,0
297762,Caroline Maria Winberg,Amazon Army,36,0
297762,Rekha Luther,Amazon Townsfolk,37,0
297762,Ooooota Adepo,Amazon Townsfolk,38,0
297762,Zinnia Kumar,Amazon Townsfolk,39,0
297762,Andrea Vasiliou,Amazonian Warrior,40,0
297762,Freddy Elletson,Trench Sentry,41,0
297762,Sammy Hayman,Trench Sentry,42,0
297762,Michael Tantrum,Trench Sentry,43,0
297762,Philippe Spall,Trench Officer - Belgian,44,0
297762,Edward Wolstenholme,Trench Officer - British,45,0
297762,Jennie Eggleton,Young Wife (Station),46,0
297762,Frank Allen Forbes,Turkish Slave,47,0
297762,Jemma Moore,Queens Guard,48,0
297762,Caitlin Burles,Queen's Guard,49,0
297762,Ulli Ackermann,Guard at Invite Table,50,0
297762,Marko Leht,German Soldier in Boat,51,2
297762,Wolf Kahler,German Commander,52,2
297762,Dominic Kinnaird,Suited Man,53,0
297762,Fred Fergus,Soldier,54,0
297762,Freddy Carter,Soldier,55,0
297762,Ian Hughes,German Soldier,56,2
297762,Andrew Byron,Weary Captain (Shot),57,2
297762,Amber Doyle,Mother,58,0
297762,Alexander Mercury,German Lieutenant,59,0
297762,Gana Bayarsaikhan,Throne Room Amazon,60,0
297762,Camilla Roholm,Throne Room Amazon,61,0
297762,Sofia Abbasi,Turkish Worker (uncredited),62,0
297762,Georgina Armstrong,Amazon Warrior (uncredited),63,1
297762,Annarie Boor,Chateau Dancer (uncredited),64,1
297762,Harry Brewis,Jazz Musician (uncredited),65,0
297762,Bern Collaco,Indian Regiment Soldier (uncredited),66,0
297762,Steve Doyle,German Officer (uncredited),67,0
297762,Dino Fazzani,Turkish Soldier (uncredited),68,0
297762,Flor Ferraco,Factory Worker (uncredited),69,1
297762,Mayling Ng,Orana (uncredited),70,1
297762,Sternkiker François,German Pilot (uncredited),71,0
297762,David Georgiou,Turkish Soldier (uncredited),72,0
297762,Roman Green,Returning Amputee Soldier (uncredited),73,0
297762,Shane Griffin,German Soldier (uncredited),74,0
297762,Steve Healey,German Soldier (uncredited),75,0
297762,Karl Fredrick Hiemeyer,German Soldier (uncredited),76,0
297762,Kornelia Horvath,Upper Class Customer (uncredited),77,1
297762,Kevin Hudson,Cafe Owner (uncredited),78,0
297762,Tim Ingall,British soldier (uncredited),79,2
297762,Ben Kelleher,WWI Soldier (uncredited),80,0
297762,John Kinory,Village Pharmacist (uncredited),81,0
297762,Dario A. Lee,Hollywood Walker (uncredited),82,0
297762,Christopher Marsh,British Soldier (uncredited),83,0
297762,Lora Moss,Belgium Peasant (uncredited),84,0
297762,James M.L. Muller,Clerk (uncredited),85,0
297762,Ekran Mustafa,Turkish Worker (uncredited),86,0
297762,Shaun Newnham,Pub Man (uncredited),87,0
297762,Yves O'Hara,German Soldier (uncredited),88,0
297762,Rajeev Pahuja,Soldier (uncredited),89,0
297762,Jag Patel,Turkish Worker (uncredited),90,0
297762,Richard Price,Wounded British Soldier (uncredited),91,0
297762,Anthony J. Sacco,Turkish soldier (uncredited),92,2
297762,Adam Sef,Worker (uncredited),93,0
297762,Mick Slaney,British Soldier (uncredited),94,0
297762,Zack Snyder,U.S. Soldier (uncredited),95,2
297762,Fran Targ,Turkish Worker (uncredited),96,0
297762,Roy Taylor,Pub Bruiser (uncredited),97,0
297762,Roy Martin Thorn,German Navy General (uncredited),98,0
297762,Phil Tillott,War Office Politician (uncredited),99,0
297762,Matt Townsend,Returning Wounded Soldier (uncredited),100,0
297762,Ray Whelan,British Soldier (uncredited),101,0
297762,Tom Whelehan,Belgian Butcher (uncredited),102,0
297762,Zac Whitehead,Passerby (uncredited),103,0
297762,Miroslav Zaruba,German Airplane Mechanic (uncredited),104,0
297762,Lee Neville,Scottish Regiment Soldier (uncredited),105,0
269149,Ginnifer Goodwin,Judy Hopps (voice),0,1
269149,Jason Bateman,Nick Wilde (voice),1,2
269149,Shakira,Gazelle (voice),2,1
269149,Idris Elba,Chief Bogo (voice),3,2
269149,Octavia Spencer,Mrs. Otterton (voice),4,1
269149,J.K. Simmons,Mayor Leodore Lionheart (voice),5,2
269149,Alan Tudyk,Duke Weaselton (voice),6,2
269149,Jenny Slate,Assistant Mayor Dawn Bellwether (voice),7,1
269149,Bonnie Hunt,Bonnie Hopps (voice),8,1
269149,Don Lake,Stu Hopps (voice),9,2
269149,Tom Lister Jr.,Finnick (voice),10,2
269149,Tommy Chong,Yax (voice),11,2
269149,Kristen Bell,Priscilla (voice),12,1
269149,Katie Lowes,Dr. Madge Honey Badger (voice),13,1
269149,Josh Dallas,Frantic Pig (voice),14,2
269149,John DiMaggio,Jerry Jumbeaux Jr. (voice),15,0
269149,Nate Torrence,Officer Benjamin Clawhauser (voice),16,2
269149,Maurice LaMarche,Mr. Big (voice),17,2
269149,Kath Soucie,Young Nick (voice),18,1
269149,Mark Smith,Officer McHorn (voice),19,2
269149,Rich Moore,Doug (voice),22,2
269149,Byron Howard,Bucky Oryx-Antlerson / Travis (voice),23,2
269149,Jared Bush,Pronk Oryx-Antlerson (voice),24,2
269149,Della Saba,Young Hopps (voice),25,1
269149,Phil Johnston,Gideon Grey (voice),26,2
269149,Gita Reddy,Nangi (voice),27,1
269149,Jesse Corti,Mr. Manchas (voice),28,2
269149,Leah Latham,Fru Fru (voice),29,0
269149,Peter Mansbridge,Peter Moosebridge (voice),30,0
269149,Josie Trinidad,Landlady (voice),31,0
269149,John Lavelle,Mouse Foreman (voice),32,0
269149,Evelyn Wilson Bresee,Additional Voices (voice),33,0
269149,Hewitt Bush,Additional Voices (voice),34,0
269149,Jill Cordes,Additional Voices (voice),35,0
269149,Madeleine Curry,Sharla / Gareth / Hippo kid (voice),36,0
269149,Terri Douglas,Additional Voices (voice),37,1
269149,Melissa Goodwin Shepherd,Angry Mouse (voice),38,0
269149,Zach King,Guard Wolf / Additional Voices (voice),39,0
269149,Dave Kohut,Additional Voices (voice),40,0
269149,Raymond S. Persi,Flash (voice),41,2
269149,Fuschia!,Drill Sergeant (voice),42,1
127380,Ellen DeGeneres,Dory (voice),0,1
127380,Albert Brooks,Marlin (voice),1,2
127380,Hayden Rolence,Nemo (voice),2,2
127380,Ed O'Neill,Hank (voice),3,2
127380,Diane Keaton,Jenny (voice),4,1
127380,Eugene Levy,Charlie (voice),5,2
127380,Kaitlin Olson,Destiny (voice),6,1
127380,Ty Burrell,Bailey (voice),7,2
127380,Idris Elba,Fluke (voice),8,2
127380,Dominic West,Rudder (voice),9,2
127380,Kate McKinnon,Wife Fish (voice),10,1
127380,Bill Hader,Husband Fish (Stan) (voice),11,2
127380,Andrew Stanton,Crush (voice),12,2
127380,Torbin Xan Bullock,Gerald (voice),13,0
127380,Bennett Dammann,Squirt (voice),14,0
127380,Bob Peterson,Mr. Ray (voice),15,2
127380,Alexander Gould,Passenger Carl (voice),17,2
127380,Katherine Ringgold,Chicken Fish (voice),18,0
127380,John Ratzenberger,Husband Crab (Bill) (voice),19,2
127380,Angus MacLane,Sunfish 'Charlie Back and Forth' (voice),20,0
127380,Willem Dafoe,Gill (voice),21,2
127380,Brad Garrett,Bloat (voice),22,2
127380,Allison Janney,Peach (voice),23,1
127380,Austin Pendleton,Gurgle (voice),24,2
127380,Stephen Root,Bubbles (voice),25,2
127380,Vicki Lewis,Deb (&Flo) (voice),26,1
127380,Jerome Ranft,Jacques (voice),27,2
127380,Sloane Murray,Young Dory (voice),28,0
127380,Lucia Geddes,Tween Dory (voice),29,0
127380,Gabriel C. Brown,Becky,30,0
127380,Sigourney Weaver,Sigourney Weaver (voice),31,1
329865,Amy Adams,Dr. Louise Banks,0,1
329865,Jeremy Renner,Ian Donnelly,1,2
329865,Forest Whitaker,Colonel Weber,2,2
329865,Michael Stuhlbarg,Agent Halpern,3,2
329865,Tzi Ma,General Shang,4,2
329865,Mark O'Brien,Captain Marks,5,2
329865,Julia Scarlett Dan,Hannah (12 yrs. old),6,1
329865,Abigail Pniowsky,Hannah (8 yrs. old),7,1
329865,Jadyn Malone,Hannah (6 yrs. old),8,0
329865,Carmela Nozza Guizzo,Hannah (4 yrs. old),9,0
329865,Andrew Shaver,Environmental Tech,10,2
329865,Shawn Campbell,News Reporter,11,2
329865,Larry Day,Deputy Director of the CIA Dan Ryder,12,2
329865,Pat Kiely,Environmental Tech,13,2
329865,Frank Schorpion,Dr. Kettler,14,0
329865,Lucas Chartier-Dessert,Private Lasky,15,0
329865,Lucy Van Oldenbarneveld,CNAC Anchor,16,1
329865,Sonia Vigneault,Dr. J. Bydwell,17,1
329865,Mark Camacho,Richard Riley,18,2
329865,Sabrina Reeves,Press Secretary,19,1
329865,Russell Yuen,Chinese Scientist,20,2
329865,Julian Casey,Australian Scientist,21,0
329865,Tony Robinow,British Scientist,22,0
329865,Anana Rydvald,Danish Scientist,23,1
329865,Ruth Chiang,Chinese Scientist,24,1
329865,Sergiy Marchenko,Russian Officer,25,0
329865,Brittany Teo,Student with Smartphone,26,1
329865,Chistian Jadah,Private Combs,27,0
329865,Joe Cobden,Cryptographer #1,28,2
329865,Lorne Brass,Cryptographer #2,29,2
329865,Genevieve Sirois,Cryptographer #3,30,1
329865,Abdul Ayoola,Sierra Leone Representative,31,2
329865,Bineyam Girma,Sudanese representative,32,2
329865,Abdelghafour Elaaziz,African Representative,33,2
329865,Daniel Esteban,Venezuelan Representative,34,0
329865,Hal Roberts,American TV News Anchor,35,0
329865,Matthew Willson,Preacher,36,0
329865,Victor Andres Turgeon-Trelles,Science Team Member #1,37,0
329865,Michael Nangreaves,Science Team Member #2,38,0
329865,Robert D. Morais,Master Sergeant Douglas,39,0
329865,Mustafa Haidari,Foreign Correspondent,40,0
329865,Albert Kwan,Chinese Man,41,2
329865,Reda Guerinik,Communications Operator #1,42,2
329865,Adrien Benn,Communications Operator #2,43,0
329865,Sasha Samar,Communications Operator #3,44,0
329865,Kathleen Stavert,Communications Operator #4,45,1
329865,Kattia Thony,Nurse,46,0
329865,Leisa Reid,Nurse,47,1
329865,Brent Skagford,Lieutenant,48,2
329865,Gurdeep Ahluwalia,Soldier,49,0
329865,Brian Dunstan,TV Anchor,50,2
329865,Dan Duran,TV Anchor,51,2
329865,Lori Graham,TV Anchor,52,1
329865,Orla Johannes,TV Anchor,53,1
329865,Sangita Patel,TV Anchor,54,1
329865,Tammie Sutherland,TV Anchor,55,0
329865,Max Walker,TV Anchor,56,0
329865,John Sanford Moore,TV Anchor,57,2
329865,Camille Ross,TV Anchor,58,0
329865,Ola Sturik,TV Anchor,59,1
329865,Karen Belfo,Skype CIA Agent (uncredited),60,1
329865,Chloë Bellande,MIT College girl (uncredited),61,1
329865,Philippe Hartmann,Halpern's Deputy Director (uncredited),62,2
329865,Laurean Adrian Parau,US Army Major (uncredited),63,0
329865,Nathaly Thibault,Gala Guest (uncredited),64,1
329865,Leslie Baker,Middle Aged Woman (uncredited),65,1
329865,Christian Jadah,Private Combs,66,0
329865,Alex M. Yeuh,Japanese Minister,67,0
329865,Dave Campbell,Soldier,68,0
329865,Alexander Da Mota,Venezuelan Military,69,0
329865,Akul Dang,Pakistani Scientist,70,0
329865,Frank Fiola,Soldier,71,0
313369,Ryan Gosling,Sebastian Wilder,0,2
313369,Emma Stone,Mia Dolan,1,1
313369,John Legend,Keith,2,2
313369,Rosemarie DeWitt,Laura Wilder,3,1
313369,J.K. Simmons,Bill,4,2
313369,Finn Wittrock,Greg Earnest,5,2
313369,Callie Hernandez,Tracy,6,1
313369,Jessica Rothe,Alexis,7,1
313369,Sonoya Mizuno,Caitlin,8,1
313369,Tom Everett Scott,David,9,2
313369,Meagen Fay,Mrs. Dolan,10,1
313369,Damon Gupton,Harry,11,2
313369,Jason Fuchs,Carlo,12,2
313369,Josh Pence,Josh,13,0
313369,Valarie Rae Miller,Amy Brandt,14,0
313369,Olivia Hamilton,Bree,15,0
313369,Hemky Madera,Jimmy,16,2
313369,Zoë Hall,Chelsea,17,1
313369,Dempsey Pappion,Charles,18,2
313369,Anna Chazelle,Sarah,19,0
313369,Terry Walters,Linda,20,0
313369,Claudine Claudio,Karen,21,0
313369,John Hindman,Frank,22,2
313369,Marius De Vries,Clyde,23,0
313369,Christopher Michael Stevens,Malcolm,24,0
313369,Keith Harris,Cole,25,0
313369,Kaveh Rastegar,Tom,26,0
313369,Miles Anderson,Alistair,27,2
313369,David Douglas,Ty,28,0
313369,Nicole Coulon,Josh's Fiance,29,1
313369,Nicole Wolf,Amy Brandt's Assistant,30,0
313369,Trevor Lissauer,Valet,31,2
313369,Kiff VandenHeuvel,New Coffee Shop Manager,32,0
313369,Thom Shelton,Coffee Spiller,33,0
313369,Cinda Adams,Casting Director,34,0
313369,Amiée Conn,Famous Actress,35,0
313369,Bobo Chang,Photographer's Assistant,36,0
313369,D.A. Wallach,80's singer,37,2
313369,Briana Lee,Echo Backup Singer,38,0
313369,Sandra Rosko,Dream Audience,39,1
313369,Reshma Gajjar,Traffic Dancer - Girl #1,40,1
313369,Candice Coke,Traffic Dancer - Girl #2,41,0
